Gerakladium130670	IQ
Gerakladium115605	U
Gerakladium205376	G
Gerakladium17080	G
Gerakladium188583	DO
Gerakladium34042	Q
Gerakladium113406	Q
Gerakladium4221	T
Gerakladium130920	J
Gerakladium92385	T
Gerakladium133053	G
Gerakladium19896	J
Gerakladium66743	O
Gerakladium11715	J
Gerakladium151181	L
Gerakladium149622	D
Gerakladium35029	L
Gerakladium167542	T
Gerakladium192843	K
Gerakladium109699	J
Gerakladium205500	M
Gerakladium198215	H
Gerakladium53914	J
Gerakladium205972	D
Gerakladium138781	H
Gerakladium136663	D
Gerakladium9084	A
Gerakladium172344	C
Gerakladium118060	O
Gerakladium13378	C
Gerakladium111344	P
Gerakladium52872	O
Gerakladium186582	KLT
Gerakladium6757	J
Gerakladium194190	T
Gerakladium152648	N
Gerakladium217103	O
Gerakladium8827	A
Gerakladium13662	C
Gerakladium20719	J
Gerakladium102087	U
Gerakladium44455	O
Gerakladium133474	IQ
Gerakladium197360	P
Gerakladium205004	O
Gerakladium20927	E
Gerakladium18275	GMW
Gerakladium32215	F
Gerakladium77656	J
Gerakladium206490	O
Gerakladium40927	A
Gerakladium993	C
Gerakladium151709	I
Gerakladium205953	A
Gerakladium213946	J
Gerakladium26224	O
Gerakladium190818	E
Gerakladium77029	J
Gerakladium39834	EG
Gerakladium113081	I
Gerakladium116606	Z
Gerakladium22601	J
Gerakladium59219	A
Gerakladium113638	O
Gerakladium121202	P
Gerakladium133929	O
Gerakladium131824	U
Gerakladium42727	M
Gerakladium190420	A
Gerakladium186496	V
Gerakladium206339	O
Gerakladium71004	G
Gerakladium133376	J
Gerakladium148935	T
Gerakladium114937	T
Gerakladium205613	I
Gerakladium2749	J
Gerakladium111214	F
Gerakladium169259	O
Gerakladium150640	A
Gerakladium33443	E
Gerakladium112474	I
Gerakladium188393	E
Gerakladium160478	O
Gerakladium69366	U
Gerakladium7962	P
Gerakladium149448	T
Gerakladium29982	E
Gerakladium74025	D
Gerakladium107029	O
Gerakladium39059	L
Gerakladium58135	O
Gerakladium157862	O
Gerakladium111414	O
Gerakladium188437	I
Gerakladium153587	C
Gerakladium105161	A
Gerakladium69354	E
Gerakladium206811	O
Gerakladium17120	J
Gerakladium205141	G
Gerakladium22183	G
Gerakladium71990	T
Gerakladium192742	DZ
Gerakladium14723	O
Gerakladium214894	U
Gerakladium205342	IQ
Gerakladium207960	C
