Gerakladium115605	GO:0003674;GO:0003824;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005783;GO:0005787;GO:0005789;GO:0006465;GO:0006508;GO:0006518;GO:0006605;GO:0006807;GO:0006810;GO:0006886;GO:0008104;GO:0008150;GO:0008152;GO:0008233;GO:0009987;GO:0010467;GO:0012505;GO:0015031;GO:0015833;GO:0016020;GO:0016485;GO:0016787;GO:0019538;GO:0031090;GO:0031984;GO:0032991;GO:0033036;GO:0033365;GO:0034613;GO:0034641;GO:0042175;GO:0042886;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043603;GO:0044237;GO:0044238;GO:0044260;GO:0044267;GO:0044422;GO:0044424;GO:0044425;GO:0044432;GO:0044444;GO:0044446;GO:0044464;GO:0045047;GO:0045184;GO:0046907;GO:0051179;GO:0051234;GO:0051604;GO:0051641;GO:0051649;GO:0070727;GO:0070972;GO:0071702;GO:0071704;GO:0071705;GO:0072594;GO:0072599;GO:0098796;GO:0098827;GO:0140096;GO:1901564;GO:1902494;GO:1905368
Gerakladium23852	GO:0000003;GO:0000096;GO:0000148;GO:0000271;GO:0000278;GO:0000281;GO:0000746;GO:0000747;GO:0000910;GO:0000917;GO:0000935;GO:0000936;GO:0003006;GO:0003674;GO:0003824;GO:0003843;GO:0005575;GO:0005618;GO:0005622;GO:0005623;GO:0005628;GO:0005737;GO:0005739;GO:0005783;GO:0005794;GO:0005826;GO:0005856;GO:0005886;GO:0005933;GO:0005934;GO:0005935;GO:0005937;GO:0005938;GO:0005975;GO:0005976;GO:0006073;GO:0006074;GO:0006075;GO:0006082;GO:0006520;GO:0006555;GO:0006790;GO:0006807;GO:0006996;GO:0007010;GO:0007049;GO:0008150;GO:0008152;GO:0008194;GO:0008361;GO:0009058;GO:0009059;GO:0009066;GO:0009250;GO:0009272;GO:0009277;GO:0009653;GO:0009987;GO:0010309;GO:0010383;GO:0010927;GO:0012505;GO:0015629;GO:0016020;GO:0016021;GO:0016043;GO:0016051;GO:0016491;GO:0016701;GO:0016702;GO:0016740;GO:0016757;GO:0016758;GO:0019752;GO:0019953;GO:0022402;GO:0022413;GO:0022414;GO:0022607;GO:0030029;GO:0030036;GO:0030100;GO:0030154;GO:0030312;GO:0030427;GO:0030428;GO:0030435;GO:0030437;GO:0030476;GO:0030479;GO:0030863;GO:0030864;GO:0030865;GO:0030866;GO:0031032;GO:0031224;GO:0031505;GO:0031520;GO:0031566;GO:0031671;GO:0032153;GO:0032154;GO:0032155;GO:0032502;GO:0032505;GO:0032506;GO:0032535;GO:0032879;GO:0032989;GO:0032991;GO:0033692;GO:0034293;GO:0034406;GO:0034407;GO:0034408;GO:0034409;GO:0034410;GO:0034411;GO:0034412;GO:0034413;GO:0034637;GO:0034645;GO:0035251;GO:0035838;GO:0035840;GO:0035841;GO:0036212;GO:0042244;GO:0042546;GO:0042763;GO:0042764;GO:0042995;GO:0043170;GO:0043187;GO:0043226;GO:0043227;GO:0043228;GO:0043229;GO:0043231;GO:0043232;GO:0043332;GO:0043436;GO:0043934;GO:0043935;GO:0043954;GO:0044036;GO:0044038;GO:0044042;GO:0044085;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044262;GO:0044264;GO:0044281;GO:0044422;GO:0044424;GO:0044425;GO:0044430;GO:0044444;GO:0044446;GO:0044448;GO:0044457;GO:0044459;GO:0044463;GO:0044464;GO:0044703;GO:0044764;GO:0044837;GO:0045229;GO:0045807;GO:0046527;GO:0048468;GO:0048518;GO:0048522;GO:0048646;GO:0048856;GO:0048869;GO:0050789;GO:0050794;GO:0051049;GO:0051050;GO:0051128;GO:0051130;GO:0051213;GO:0051273;GO:0051274;GO:0051278;GO:0051285;GO:0051286;GO:0051301;GO:0051321;GO:0051704;GO:0055114;GO:0060627;GO:0061640;GO:0061645;GO:0065007;GO:0065008;GO:0070589;GO:0070590;GO:0070591;GO:0070592;GO:0070726;GO:0070879;GO:0070880;GO:0070938;GO:0071554;GO:0071555;GO:0071704;GO:0071840;GO:0071852;GO:0071940;GO:0071944;GO:0071966;GO:0071969;GO:0071970;GO:0090066;GO:0090529;GO:0098590;GO:0098796;GO:0098797;GO:0099568;GO:0099738;GO:0120025;GO:0120038;GO:1901564;GO:1901576;GO:1901605;GO:1902406;GO:1902410;GO:1902494;GO:1902716;GO:1903046;GO:1903047;GO:1990234;GO:1990344
Gerakladium188583	GO:0000003;GO:0000070;GO:0000151;GO:0000152;GO:0000226;GO:0000278;GO:0000280;GO:0000775;GO:0000776;GO:0000793;GO:0000819;GO:0000910;GO:0003002;GO:0003674;GO:0003824;GO:0004842;GO:0005488;GO:0005515;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005654;GO:0005680;GO:0005694;GO:0005737;GO:0005813;GO:0005815;GO:0005819;GO:0005829;GO:0005856;GO:0006464;GO:0006508;GO:0006511;GO:0006807;GO:0006996;GO:0007010;GO:0007017;GO:0007049;GO:0007051;GO:0007052;GO:0007059;GO:0007062;GO:0007064;GO:0007088;GO:0007096;GO:0007127;GO:0007135;GO:0007143;GO:0007144;GO:0007147;GO:0007275;GO:0007276;GO:0007292;GO:0007346;GO:0007389;GO:0007399;GO:0008022;GO:0008150;GO:0008152;GO:0008284;GO:0008356;GO:0009056;GO:0009057;GO:0009798;GO:0009893;GO:0009948;GO:0009949;GO:0009952;GO:0009987;GO:0010498;GO:0010564;GO:0010604;GO:0010646;GO:0010720;GO:0010939;GO:0010941;GO:0010975;GO:0015630;GO:0016043;GO:0016567;GO:0016579;GO:0016740;GO:0019222;GO:0019538;GO:0019787;GO:0019827;GO:0019899;GO:0019941;GO:0019953;GO:0022008;GO:0022402;GO:0022412;GO:0022414;GO:0022607;GO:0023051;GO:0030154;GO:0030162;GO:0030163;GO:0030718;GO:0031145;GO:0031323;GO:0031325;GO:0031344;GO:0031396;GO:0031398;GO:0031399;GO:0031401;GO:0031461;GO:0031915;GO:0031974;GO:0031981;GO:0032268;GO:0032270;GO:0032446;GO:0032501;GO:0032502;GO:0032504;GO:0032991;GO:0033043;GO:0033044;GO:0033045;GO:0033206;GO:0036211;GO:0040020;GO:0040038;GO:0042127;GO:0042826;GO:0043085;GO:0043161;GO:0043170;GO:0043226;GO:0043227;GO:0043228;GO:0043229;GO:0043231;GO:0043232;GO:0043233;GO:0043412;GO:0043632;GO:0043900;GO:0043902;GO:0044085;GO:0044093;GO:0044237;GO:0044238;GO:0044248;GO:0044257;GO:0044260;GO:0044265;GO:0044267;GO:0044422;GO:0044424;GO:0044427;GO:0044428;GO:0044430;GO:0044444;GO:0044446;GO:0044464;GO:0044703;GO:0044770;GO:0044771;GO:0044784;GO:0044785;GO:0045595;GO:0045597;GO:0045664;GO:0045787;GO:0048167;GO:0048285;GO:0048471;GO:0048518;GO:0048519;GO:0048522;GO:0048523;GO:0048609;GO:0048699;GO:0048731;GO:0048856;GO:0048869;GO:0050767;GO:0050773;GO:0050789;GO:0050790;GO:0050793;GO:0050794;GO:0050803;GO:0050804;GO:0050807;GO:0051094;GO:0051128;GO:0051130;GO:0051171;GO:0051173;GO:0051225;GO:0051239;GO:0051240;GO:0051246;GO:0051247;GO:0051276;GO:0051301;GO:0051321;GO:0051338;GO:0051347;GO:0051438;GO:0051443;GO:0051445;GO:0051446;GO:0051603;GO:0051704;GO:0051726;GO:0051783;GO:0051960;GO:0051962;GO:0051983;GO:0060255;GO:0060281;GO:0060282;GO:0060284;GO:0060547;GO:0060548;GO:0061630;GO:0061640;GO:0061659;GO:0061982;GO:0061983;GO:0065001;GO:0065007;GO:0065008;GO:0065009;GO:0070013;GO:0070646;GO:0070647;GO:0070925;GO:0071704;GO:0071840;GO:0080090;GO:0090068;GO:0090128;GO:0090129;GO:0090307;GO:0097150;GO:0098687;GO:0098727;GO:0098813;GO:0099177;GO:0120035;GO:0140013;GO:0140014;GO:0140096;GO:1900193;GO:1900195;GO:1901564;GO:1901565;GO:1901575;GO:1901987;GO:1901990;GO:1902494;GO:1902850;GO:1903046;GO:1903047;GO:1903320;GO:1903322;GO:1903429;GO:1903431;GO:1903538;GO:1904146;GO:1904666;GO:1904668;GO:1905879;GO:1905881;GO:1990234;GO:1990949;GO:2000026;GO:2000241;GO:2000243
Gerakladium113406	GO:0003674;GO:0003824;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0008150;GO:0008152;GO:0008168;GO:0008171;GO:0016740;GO:0016741;GO:0032259;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044424;GO:0044444;GO:0044464
Gerakladium4221	GO:0003674;GO:0005488;GO:0005515;GO:0008092;GO:0031013
Gerakladium58282	GO:0000428;GO:0005575;GO:0005622;GO:0005623;GO:0005634;GO:0005654;GO:0005665;GO:0005737;GO:0006139;GO:0006351;GO:0006366;GO:0006725;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0016070;GO:0016591;GO:0018130;GO:0019438;GO:0030880;GO:0031974;GO:0031981;GO:0032774;GO:0032991;GO:0034641;GO:0034645;GO:0034654;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0043233;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0044422;GO:0044424;GO:0044428;GO:0044446;GO:0044451;GO:0044464;GO:0046483;GO:0055029;GO:0061695;GO:0070013;GO:0071704;GO:0090304;GO:0097659;GO:1901360;GO:1901362;GO:1901576;GO:1902494;GO:1990234
Gerakladium11715	GO:0002181;GO:0003674;GO:0003735;GO:0005198;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005829;GO:0005840;GO:0006412;GO:0006518;GO:0006807;GO:0008150;GO:0008152;GO:0009058;GO:0009059;GO:0009987;GO:0010467;GO:0015934;GO:0019538;GO:0022625;GO:0022626;GO:0032991;GO:0034641;GO:0034645;GO:0043043;GO:0043170;GO:0043226;GO:0043228;GO:0043229;GO:0043232;GO:0043603;GO:0043604;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044267;GO:0044271;GO:0044391;GO:0044422;GO:0044424;GO:0044444;GO:0044445;GO:0044446;GO:0044464;GO:0071704;GO:1901564;GO:1901566;GO:1901576;GO:1990904
Gerakladium151181	GO:0000002;GO:0003674;GO:0003824;GO:0003887;GO:0004518;GO:0004527;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0006139;GO:0006259;GO:0006260;GO:0006261;GO:0006264;GO:0006725;GO:0006807;GO:0006996;GO:0007005;GO:0008150;GO:0008152;GO:0008409;GO:0009058;GO:0009059;GO:0009507;GO:0009536;GO:0009657;GO:0009987;GO:0016043;GO:0016740;GO:0016772;GO:0016779;GO:0016787;GO:0016788;GO:0018130;GO:0019438;GO:0032042;GO:0033258;GO:0033259;GO:0034061;GO:0034641;GO:0034645;GO:0034654;GO:0043170;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044237;GO:0044238;GO:0044249;GO:0044260;GO:0044271;GO:0044424;GO:0044444;GO:0044464;GO:0046483;GO:0071704;GO:0071840;GO:0071897;GO:0090304;GO:0090305;GO:0140097;GO:1901360;GO:1901362;GO:1901576
Gerakladium35029	GO:0001510;GO:0003674;GO:0003824;GO:0006139;GO:0006396;GO:0006399;GO:0006400;GO:0006725;GO:0006807;GO:0008033;GO:0008150;GO:0008152;GO:0008168;GO:0008173;GO:0008175;GO:0008757;GO:0009451;GO:0009987;GO:0010467;GO:0016070;GO:0016423;GO:0016740;GO:0016741;GO:0030488;GO:0032259;GO:0034470;GO:0034641;GO:0034660;GO:0043170;GO:0043412;GO:0043414;GO:0044237;GO:0044238;GO:0044260;GO:0046483;GO:0071704;GO:0090304;GO:0140098;GO:0140101;GO:1901360
Gerakladium198215	GO:0003674;GO:0003824;GO:0005488;GO:0005575;GO:0005622;GO:0005623;GO:0005737;GO:0005739;GO:0005740;GO:0005743;GO:0005829;GO:0006139;GO:0006725;GO:0006732;GO:0006753;GO:0006766;GO:0006767;GO:0006771;GO:0006793;GO:0006796;GO:0006807;GO:0006915;GO:0008150;GO:0008152;GO:0008219;GO:0008270;GO:0008531;GO:0009058;GO:0009108;GO:0009110;GO:0009117;GO:0009123;GO:0009124;GO:0009156;GO:0009161;GO:0009165;GO:0009231;GO:0009259;GO:0009260;GO:0009398;GO:0009893;GO:0009987;GO:0012501;GO:0016020;GO:0016301;GO:0016310;GO:0016740;GO:0016772;GO:0016773;GO:0017144;GO:0018130;GO:0019222;GO:0019438;GO:0019637;GO:0019693;GO:0019866;GO:0031090;GO:0031966;GO:0031967;GO:0031975;GO:0033860;GO:0033864;GO:0034641;GO:0034654;GO:0042364;GO:0042726;GO:0042727;GO:0043085;GO:0043167;GO:0043169;GO:0043226;GO:0043227;GO:0043229;GO:0043231;GO:0044093;GO:0044237;GO:0044238;GO:0044249;GO:0044271;GO:0044281;GO:0044283;GO:0044422;GO:0044424;GO:0044429;GO:0044444;GO:0044446;GO:0044464;GO:0046390;GO:0046444;GO:0046483;GO:0046872;GO:0046914;GO:0048518;GO:0050789;GO:0050790;GO:0051186;GO:0051188;GO:0051341;GO:0051353;GO:0055086;GO:0065007;GO:0065009;GO:0071704;GO:0072593;GO:0090407;GO:1901135;GO:1901137;GO:1901293;GO:1901360;GO:1901362;GO:1901564;GO:1901566;GO:1901576
